,time,pole_lat,pole_lon,pole_angle
0,2220.0,90.0,0.0,0.0
1,2120.0,90.0,0.0,0.0
2,1980.0,90.0,0.0,0.0
3,1880.0,1.5616239937,-171.680960405,-254.949769607
4,1800.0,6.65169775301,-172.865060991,-281.925887024
5,0.0,90.0,0.0,0.0
