,time,pole_lat,pole_lon,pole_angle
0,2220.0,90.0,0.0,0.0
1,2120.0,90.0,0.0,0.0
2,1980.0,90.0,0.0,0.0
3,1880.0,90.0,0.0,0.0
4,1800.0,6.65,-172.865,-281.9258
5,0.0,90.0,0.0,0.0
