,age,latitude,longitude
0,1099.0,34.102475434,140.79776315
1,1098.0,33.299768772,141.045190991
2,1097.0,32.495381637,141.282408036
3,1096.0,31.6893971396,141.509760852
4,1095.0,30.8818944104,141.727577425
5,1094.0,30.0729488601,141.936168145
6,1093.0,29.2626324215,142.135826734
7,1092.0,28.4510137757,142.326831115
8,1091.0,27.6381585626,142.509444226
9,1090.0,26.8241295777,142.683914785
10,1089.0,26.0089869559,142.850478002
11,1088.0,25.1927883436,143.009356255
12,1087.0,24.3755890595,143.160759714
13,1086.0,23.5574422458,143.30488693
14,1085.0,22.7383990094,143.441925385
15,1084.0,21.9185085548,143.572052004
16,1083.0,21.0978183095,143.69543364
17,1082.0,20.2763740412,143.812227521
18,1081.0,19.4542199685,143.922581668
19,1080.0,18.6313988661,144.02663529
20,1079.0,17.807952163,144.12451915
21,1078.0,16.9839200363,144.216355899
22,1077.0,16.1593415,144.302260401
23,1076.0,15.3342544887,144.382340022
24,1075.0,14.5086959379,144.456694905
25,1074.0,13.6827018603,144.525418226
26,1073.0,12.8563074183,144.588596423
27,1072.0,12.0295469935,144.64630942
28,1071.0,11.2024542537,144.698630817
29,1070.0,10.3750622167,144.745628082
30,1069.0,9.54740331184,144.787362713
31,1068.0,8.71950943961,144.823890391
32,1067.0,7.8914120291,144.855261119
33,1066.0,7.06314209382,144.881519345
34,1065.0,6.23473028596,144.902704071
35,1064.0,5.4062069493,144.918848956
36,1063.0,4.57760217098,144.929982394
37,1062.0,3.74894583231,144.936127592
38,1061.0,2.92026765874,144.937302628
39,1060.0,2.0915972692,144.933520503
40,1059.0,1.26296422499,144.924789176
41,1058.0,0.434398078338,144.911111593
42,1057.0,-0.394071579243,144.892485699
43,1056.0,-1.22241506851,144.868904446
44,1055.0,-2.05060257396,144.840355783
45,1054.0,-2.87860409497,144.806822642
46,1053.0,-3.70638939645,144.768282903
47,1052.0,-4.53392795886,144.72470936
48,1051.0,-5.36118892751,144.676069666
49,1050.0,-6.18814106078,144.622326271
50,1049.0,-6.08299283002,144.291460366
51,1048.0,-5.97715339043,143.960882338
52,1047.0,-5.87062686488,143.630591636
53,1046.0,-5.76341738865,143.300587654
54,1045.0,-5.65552910915,142.970869739
55,1044.0,-5.54696618564,142.641437182
56,1043.0,-5.43773278887,142.312289225
57,1042.0,-5.32783310083,141.983425058
58,1041.0,-5.21727131443,141.65484382
59,1040.0,-5.10605163322,141.326544598
60,1039.0,-4.99417827112,140.998526432
61,1038.0,-4.88165545211,140.670788309
62,1037.0,-4.76848740997,140.343329167
63,1036.0,-4.65467838802,140.016147893
64,1035.0,-4.54023263883,139.689243326
65,1034.0,-4.42515442398,139.362614256
66,1033.0,-4.30944801377,139.036259423
67,1032.0,-4.193117687,138.710177518
68,1031.0,-4.07616773072,138.384367187
69,1030.0,-3.95860243996,138.058827023
70,1029.0,-3.84042611749,137.733555576
71,1028.0,-3.72164307362,137.408551344
72,1027.0,-3.60225762595,137.08381278
73,1026.0,-3.48227409913,136.759338292
74,1025.0,-3.36169682466,136.435126238
75,1024.0,-3.24053014066,136.11117493
76,1023.0,-3.11877839167,135.787482637
77,1022.0,-2.99644592843,135.464047579
78,1021.0,-2.87353710768,135.140867932
79,1020.0,-2.75005629198,134.817941827
80,1019.0,-2.6260078495,134.495267349
81,1018.0,-2.50139615383,134.172842539
82,1017.0,-2.37622558381,133.850665394
83,1016.0,-2.25050052332,133.528733866
84,1015.0,-2.12422536116,133.207045866
85,1014.0,-1.99740449083,132.885599259
86,1013.0,-1.87004231039,132.564391868
87,1012.0,-1.7421432223,132.243421472
88,1011.0,-1.61371163325,131.92268581
89,1010.0,-1.48475195402,131.602182576
90,1009.0,-1.35526859933,131.281909424
91,1008.0,-1.22526598771,130.961863967
92,1007.0,-1.09474854135,130.642043774
93,1006.0,-0.963720685959,130.322446377
94,1005.0,-0.832186850674,130.003069263
95,1004.0,-0.700151467895,129.683909882
96,1003.0,-0.56761897319,129.364965642
97,1002.0,-0.434593805176,129.046233913
98,1001.0,-0.301080405409,128.727712024
99,1000.0,-0.16708321828,128.409397265
100,999.0,-0.0326066909133,128.091286889
101,998.0,0.102344726927,127.773378107
102,997.0,0.237766582931,127.455668096
103,996.0,0.373654422327,127.138153991
104,995.0,0.510003787968,126.820832892
105,994.0,0.646810220405,126.50370186
106,993.0,0.784069257965,126.186757921
107,992.0,0.921776436818,125.869998061
108,991.0,1.05992729104,125.553419232
109,990.0,1.19851735269,125.237018349
110,989.0,1.33754215183,124.920792292
111,988.0,1.47699721662,124.604737902
112,987.0,1.61687807333,124.288851989
113,986.0,1.75718024642,123.973131324
114,985.0,1.89789925855,123.657572647
115,984.0,2.03903063061,123.342172659
116,983.0,2.18056988179,123.02692803
117,982.0,2.32251252958,122.711835395
118,981.0,2.46485408978,122.396891355
119,980.0,2.60759007656,122.082092477
120,979.0,2.75071600243,121.767435295
121,978.0,2.8942273783,121.452916312
122,977.0,3.03811971344,121.138531995
123,976.0,3.1823885155,120.824278779
124,975.0,3.32702929053,120.51015307
125,974.0,3.47203754295,120.196151239
126,973.0,3.61740877555,119.882269625
127,972.0,3.76313848949,119.568504537
128,971.0,3.90922218426,119.254852252
129,970.0,4.05565535768,118.941309016
130,969.0,4.20243350589,118.627871044
131,968.0,4.34955212326,118.314534522
132,967.0,4.49700670246,118.001295604
133,966.0,4.64479273433,117.688150414
134,965.0,4.79290570789,117.375095046
135,964.0,4.94134111031,117.062125565
136,963.0,5.09009442684,116.749238008
137,962.0,5.23916114076,116.43642838
138,961.0,5.38853673335,116.123692658
139,960.0,5.53821668381,115.811026791
140,959.0,5.68819646925,115.4984267
141,958.0,5.83847156454,115.185888275
142,957.0,5.98903744236,114.873407381
143,956.0,6.13988957303,114.560979853
144,955.0,6.2910234245,114.248601499
145,954.0,6.44243446224,113.9362681
146,953.0,6.5941181492,113.62397541
147,952.0,6.7460699457,113.311719154
148,951.0,6.89828530935,112.999495033
149,950.0,7.05075969497,112.687298718
150,949.0,7.20348855451,112.375125857
151,948.0,7.35646733692,112.062972069
152,947.0,7.50969148811,111.750832948
153,946.0,7.6631564508,111.438704063
154,945.0,7.81685766444,111.126580956
155,944.0,7.97079056512,110.814459144
156,943.0,8.12495058545,110.502334119
157,942.0,8.27933315441,110.190201347
158,941.0,8.43393369732,109.87805627
159,940.0,8.58874763567,109.565894305
160,939.0,7.98965136119,109.240562628
161,938.0,7.38988321519,108.916973167
162,937.0,6.78946580819,108.59504965
163,936.0,6.18842132392,108.274716731
164,935.0,5.58677153907,107.955899936
165,934.0,4.98453784259,107.638525604
166,933.0,4.38174125448,107.322520839
167,932.0,3.77840244414,107.007813455
168,931.0,3.17454174836,106.694331922
169,930.0,2.57017918884,106.382005314
170,929.0,1.96533448942,106.070763259
171,928.0,1.36002709292,105.760535883
172,927.0,0.754276177692,105.451253764
173,926.0,0.148100673912,105.142847875
174,925.0,-0.458480720448,104.835249536
175,924.0,-1.06544952384,104.528390361
176,923.0,-1.67278745558,104.222202206
177,922.0,-2.28047642051,103.916617122
178,921.0,-2.88849849377,103.611567295
179,920.0,-3.49683590577,103.306985001
180,919.0,-4.10547102724,103.002802552
181,918.0,-4.71438635441,102.698952242
182,917.0,-5.3235644942,102.395366294
183,916.0,-5.93298814956,102.091976805
184,915.0,-6.54264010472,101.788715698
185,914.0,-7.15250321055,101.485514658
186,913.0,-7.76256036977,101.182305083
187,912.0,-8.37279452228,100.879018024
188,911.0,-8.98318863021,100.575584128
189,910.0,-9.59372566307,100.271933583
190,909.0,-10.2043885826,99.9679960508
191,908.0,-10.8151603277,99.6637006131
